hid,dname,pwgt,ppopwgt,relation,partner,children,age,sex,immigr,educ,educ_c,emp,ptime,status1,gross1,hpopwgt,nhhmem,hitsi,hitsu,hitp,hxit,dhi,factor,grossnet,_merge,depemp,achildcat,livepartner,hourwage,logwage,agesq,youngchild,oldchild,mededuc,hieduc,miss_comp,dhi_tb,edhi_tb,poor,thresh
118,us04,.012738773,370.91,[1000]head,[110]living with partner,[200]not living with own children,30,[2]female,[0]not immigrant,[3]high,15,[1]employed,[0]full-time,[100]dependent employed,182.5,370.91,2,0,,0,144772,422438,567210,[120]taxes and contributions imputed,matched (3),1,no children <18,1,182.5,5.2067504,900,0,0,0,1,0,422438,298708.78,0,15015.644
118,us04,.012738773,370.91,[2000]spouse/partner,[110]living with partner,[200]not living with own children,32,[1]male,[0]not immigrant,[3]high,15,[1]employed,[0]full-time,[100]dependent employed,34.599998,370.91,2,0,,0,144772,422438,567210,[120]taxes and contributions imputed,matched (3),1,no children <18,1,34.599998,3.5438535,1024,0,0,0,1,0,422438,298708.78,0,15015.644
119,us04,.0069331536,201.87,[1000]head,[110]living with partner,[110]living with own children aged 0-5,42,[2]female,[0]not immigrant,[3]high,16,[1]employed,[0]full-time,[100]dependent employed,49,201.87,4,0,,0,73088,147022,220110,[120]taxes and contributions imputed,matched (3),1,<6 years,1,49,3.8918202,1764,1,0,0,1,0,147022,73511,0,15015.644
119,us04,.0069331536,201.87,[2000]spouse/partner,[110]living with partner,[110]living with own children aged 0-5,40,[1]male,[0]not immigrant,[3]high,16,[1]employed,[0]full-time,[100]dependent employed,45.400002,201.87,4,0,,0,73088,147022,220110,[120]taxes and contributions imputed,matched (3),1,<6 years,1,45.400002,3.8155122,1600,1,0,0,1,0,147022,73511,0,15015.644
122,us04,.0068225637,198.64999,[3000]child,[110]living with partner,,34,[2]female,[0]not immigrant,[3]high,14,[1]employed,[1]part-time,[100]dependent employed,27.5,182.28,5,0,,0,40758,116659,155417,[120]taxes and contributions imputed,matched (3),1,,1,27.5,3.3141861,1156,,,0,1,0,116659,52171.492,0,15015.644
122,us04,.0068225637,198.64999,[4100]other relative,[110]living with partner,,34,[1]male,[0]not immigrant,[3]high,14,[1]employed,[0]full-time,[100]dependent employed,12.2,182.28,5,0,,0,40758,116659,155417,[120]taxes and contributions imputed,matched (3),1,,1,12.2,2.501436,1156,,,0,1,0,116659,52171.492,0,15015.644
125,us04,.056606501,1648.1899,[1000]head,[200]does not have partner,[110]living with own children aged 0-5,27,[2]female,[0]not immigrant,[2]medium,9,[1]employed,[1]part-time,[100]dependent employed,14.4,1648.1899,2,0,,3750,575,22153,7500,[120]taxes and contributions imputed,matched (3),1,<6 years,0,14.4,2.6672282,729,1,0,1,0,0,22153,15664.536,0,15015.644
126,us04,.043646552,1270.84,[1000]head,[110]living with partner,[110]living with own children aged 0-5,41,[2]female,[1]immigrant,[2]medium,9,[0]not employed,,,,1270.84,5,0,,0,4992,29853,28800,[120]taxes and contributions imputed,matched (3),,<6 years,1,,,1681,1,0,1,0,0,29853,13350.667,1,15015.644
126,us04,.043646552,1270.84,[2000]spouse/partner,[110]living with partner,[110]living with own children aged 0-5,46,[1]male,[1]immigrant,[1]low,6,[1]employed,[0]full-time,[200]self-employed,,1270.84,5,0,,0,4992,29853,28800,[120]taxes and contributions imputed,matched (3),0,<6 years,1,,,2116,1,0,0,0,0,29853,13350.667,1,15015.644
127,us04,.05688126,1656.1899,[1000]head,[110]living with partner,[140]living with own children 18+,50,[1]male,[1]immigrant,[2]medium,9,[1]employed,[0]full-time,[100]dependent employed,14.4,1656.1899,4,0,,0,9453,55547,65000,[120]taxes and contributions imputed,matched (3),1,no children <18,1,14.4,2.6672282,2500,0,0,1,0,0,55547,27773.5,0,15015.644
127,us04,.05688126,1656.1899,[2000]spouse/partner,[110]living with partner,[140]living with own children 18+,52,[2]female,[1]immigrant,[3]high,13,[1]employed,[1]part-time,[100]dependent employed,9.6000004,1656.1899,4,0,,0,9453,55547,65000,[120]taxes and contributions imputed,matched (3),1,no children <18,1,9.6000004,2.2617631,2704,0,0,0,1,0,55547,27773.5,0,15015.644
127,us04,.10514923,3061.5901,[3000]child,[200]does not have partner,,26,[1]male,[1]immigrant,[2]medium,10,[1]employed,[0]full-time,[100]dependent employed,12,1656.1899,4,0,,0,9453,55547,65000,[120]taxes and contributions imputed,matched (3),1,,0,12,2.4849067,676,,,1,0,0,55547,27773.5,0,15015.644
131,us04,.064225867,1870.04,[1000]head,[200]does not have partner,[200]not living with own children,43,[1]male,[0]not immigrant,[2]medium,9,[1]employed,[0]full-time,[100]dependent employed,13.1,1870.04,1,0,,0,4671,22554,27225,[120]taxes and contributions imputed,matched (3),1,no children <18,0,13.1,2.5726123,1849,0,0,1,0,0,22554,22554,0,15015.644
133,us04,.10486897,3053.4299,[4100]other relative,[200]does not have partner,,34,[2]female,[0]not immigrant,[3]high,14,[1]employed,[0]full-time,[100]dependent employed,12.8,3097.6399,3,0,,0,40637,136770,177407,[120]taxes and contributions imputed,matched (3),1,,0,12.8,2.5494452,1156,,,0,1,0,136770,78964.195,0,15015.644
138,us04,.10647046,3100.0601,[3000]child,[200]does not have partner,,26,[1]male,[0]not immigrant,[2]medium,10,[1]employed,[0]full-time,[100]dependent employed,8.6999998,3063.72,4,49200,,0,3522,76678,31000,[120]taxes and contributions imputed,matched (3),1,,0,8.6999998,2.1633229,676,,,1,0,0,76678,38339,0,15015.644
140,us04,.054524191,1587.5601,[1000]head,[110]living with partner,[200]not living with own children,50,[2]female,[0]not immigrant,[2]medium,10,[0]not employed,,,,1587.5601,3,23598,,0,0,40301,0,[120]taxes and contributions imputed,matched (3),,no children <18,1,,,2500,0,0,1,0,0,40301,23267.793,0,15015.644
140,us04,.054524191,1587.5601,[2000]spouse/partner,[110]living with partner,[200]not living with own children,48,[1]male,[0]not immigrant,[2]medium,10,[0]not employed,,,,1587.5601,3,23598,,0,0,40301,0,[120]taxes and contributions imputed,matched (3),,no children <18,1,,,2304,0,0,1,0,0,40301,23267.793,0,15015.644
143,us04,.1084312,3157.1499,[1000]head,[110]living with partner,[200]not living with own children,28,[2]female,[1]immigrant,[3]high,13,[0]not employed,,,,3157.1499,3,0,,0,6311,43046,48024,[120]taxes and contributions imputed,matched (3),,no children <18,1,,,784,0,0,0,1,0,43046,24852.619,0,15015.644
143,us04,.1084312,3157.1499,[2000]spouse/partner,[110]living with partner,[200]not living with own children,28,[1]male,[0]not immigrant,[3]high,12,[1]employed,[0]full-time,[100]dependent employed,10.8,3157.1499,3,0,,0,6311,43046,48024,[120]taxes and contributions imputed,matched (3),1,no children <18,1,10.8,2.3795462,784,0,0,0,1,0,43046,24852.619,0,15015.644
145,us04,.0552729,1609.36,[1000]head,[110]living with partner,[110]living with own children aged 0-5,32,[1]male,[0]not immigrant,[2]medium,10,[1]employed,[0]full-time,[100]dependent employed,18.799999,1609.36,4,0,,0,111600,406677,513404,[120]taxes and contributions imputed,matched (3),1,<6 years,1,18.799999,2.9338567,1024,1,0,1,0,0,406677,203338.5,0,15015.644
148,us04,.096790425,2818.21,[1000]head,[110]living with partner,[200]not living with own children,54,[2]female,[0]not immigrant,[2]medium,10,[1]employed,[0]full-time,[200]self-employed,,2818.21,2,0,,0,21942,82226,104168,[120]taxes and contributions imputed,matched (3),0,no children <18,1,,,2916,0,0,1,0,0,82226,58142.563,0,15015.644
149,us04,.10119788,2946.54,[1000]head,[110]living with partner,[200]not living with own children,42,[1]male,[0]not immigrant,[2]medium,9,[1]employed,[0]full-time,[100]dependent employed,39.400002,2946.54,2,0,,0,22544,65046,87200,[120]taxes and contributions imputed,matched (3),1,no children <18,1,39.400002,3.6737659,1764,0,0,1,0,0,65046,45994.469,0,15015.644
149,us04,.10119788,2946.54,[2200]cohabiting partner,[110]living with partner,[200]not living with own children,47,[2]female,[0]not immigrant,[2]medium,9,[1]employed,[0]full-time,[100]dependent employed,2.5,2946.54,2,0,,0,22544,65046,87200,[120]taxes and contributions imputed,matched (3),1,no children <18,1,2.5,.91629076,2209,0,0,1,0,0,65046,45994.469,0,15015.644
150,us04,.10085718,2936.6201,[1000]head,[200]does not have partner,[200]not living with own children,53,[1]male,[0]not immigrant,[2]medium,10,[0]not employed,,,,2936.6201,1,24399,,0,0,34682,1200,[120]taxes and contributions imputed,matched (3),,no children <18,0,,,2809,0,0,1,0,0,34682,34682,0,15015.644
151,us04,.041866809,1219.02,[1000]head,[110]living with partner,[140]living with own children 18+,45,[2]female,[0]not immigrant,[2]medium,10,[1]employed,[0]full-time,[100]dependent employed,2.9000001,1219.02,3,0,,0,5461,35579,38500,[120]taxes and contributions imputed,matched (3),1,no children <18,1,2.9000001,1.0647107,2025,0,0,1,0,0,35579,20541.545,0,15015.644
151,us04,.041866809,1219.02,[2200]cohabiting partner,[110]living with partner,[140]living with own children 18+,41,[1]male,[0]not immigrant,[2]medium,9,[1]employed,[0]full-time,[100]dependent employed,11.1,1219.02,3,0,,0,5461,35579,38500,[120]taxes and contributions imputed,matched (3),1,no children <18,1,11.1,2.4069452,1681,0,0,1,0,0,35579,20541.545,0,15015.644
153,us04,.094981834,2765.55,[1000]head,[120]not living with partner,[200]not living with own children,49,[2]female,[0]not immigrant,[2]medium,9,[1]employed,[0]full-time,[100]dependent employed,10.6,2765.55,1,0,,0,3293,18707,22000,[120]taxes and contributions imputed,matched (3),1,no children <18,0,10.6,2.3608541,2401,0,0,1,0,0,18707,18707,0,15015.644
154,us04,.099113837,2885.8601,[1000]head,[110]living with partner,[200]not living with own children,50,[1]male,[0]not immigrant,[2]medium,10,[1]employed,,[200]self-employed,,2885.8601,2,0,,0,5748,20252,26000,[120]taxes and contributions imputed,matched (3),0,no children <18,1,,,2500,0,0,1,0,0,20252,14320.326,1,15015.644
154,us04,.099113837,2885.8601,[2200]cohabiting partner,[110]living with partner,[200]not living with own children,52,[2]female,[0]not immigrant,[3]high,13,[1]employed,,[200]self-employed,,2885.8601,2,0,,0,5748,20252,26000,[120]taxes and contributions imputed,matched (3),0,no children <18,1,,,2704,0,0,0,1,0,20252,14320.326,1,15015.644
156,us04,.050206378,1461.84,[1000]head,[200]does not have partner,[120]living with own children 6-12,45,[1]male,[0]not immigrant,[2]medium,9,[1]employed,[0]full-time,[100]dependent employed,23.1,1461.84,2,0,,4320,7360,46030,48000,[120]taxes and contributions imputed,matched (3),1,6-17 years,0,23.1,3.1398327,2025,0,1,1,0,0,46030,32548.125,0,15015.644
157,us04,.046436362,1352.0699,[1000]head,[200]does not have partner,[130]living with own children 13-17,40,[2]female,[1]immigrant,[1]low,5,[0]not employed,,,,1352.0699,2,0,,0,0,70,0,[120]taxes and contributions imputed,matched (3),,6-17 years,0,,,1600,0,1,0,0,0,70,49.497475,1,15015.644
158,us04,.0479884,1397.26,[1000]head,[110]living with partner,[130]living with own children 13-17,36,[2]female,[1]immigrant,[2]medium,10,[0]not employed,,,,1397.26,3,0,,0,2395,28889,30000,[120]taxes and contributions imputed,matched (3),,6-17 years,1,,,1296,0,1,1,0,0,28889,16679.072,0,15015.644
158,us04,.0479884,1397.26,[2000]spouse/partner,[110]living with partner,[130]living with own children 13-17,39,[1]male,[1]immigrant,[2]medium,9,[1]employed,[0]full-time,[100]dependent employed,11.5,1397.26,3,0,,0,2395,28889,30000,[120]taxes and contributions imputed,matched (3),1,6-17 years,1,11.5,2.442347,1521,0,1,1,0,0,28889,16679.072,0,15015.644
159,us04,.038725987,1127.5699,[1000]head,[200]does not have partner,[200]not living with own children,32,[1]male,[0]not immigrant,[2]medium,9,[1]employed,[0]full-time,[100]dependent employed,9.6000004,1127.5699,1,0,,0,2980,17020,20000,[120]taxes and contributions imputed,matched (3),1,no children <18,0,9.6000004,2.2617631,1024,0,0,1,0,0,17020,17020,0,15015.644
160,us04,.041184384,1199.15,[1000]head,[200]does not have partner,[200]not living with own children,46,[1]male,[1]immigrant,[2]medium,9,[1]employed,[0]full-time,[200]self-employed,,1199.15,1,0,,0,28178,74705,102883,[120]taxes and contributions imputed,matched (3),0,no children <18,0,,,2116,0,0,1,0,0,74705,74705,0,15015.644
161,us04,.051726472,1506.1,[1000]head,[110]living with partner,[120]living with own children 6-12,31,[2]female,[1]immigrant,[1]low,3,[0]not employed,,,,1506.1,4,0,,0,2351,25646,16640,[120]taxes and contributions imputed,matched (3),,6-17 years,1,,,961,0,1,0,0,0,25646,12823,1,15015.644
161,us04,.051726472,1506.1,[2000]spouse/partner,[110]living with partner,[120]living with own children 6-12,34,[1]male,[1]immigrant,[1]low,2,[1]employed,[0]full-time,[200]self-employed,,1506.1,4,0,,0,2351,25646,16640,[120]taxes and contributions imputed,matched (3),0,6-17 years,1,,,1156,0,1,0,0,0,25646,12823,1,15015.644
164,us04,.055360138,1611.9,[1000]head,[200]does not have partner,[200]not living with own children,35,[1]male,[1]immigrant,[1]low,3,[0]not employed,,,,1611.9,1,0,,0,0,0,0,[120]taxes and contributions imputed,matched (3),,no children <18,0,,,1225,0,0,0,0,0,0,0,1,15015.644
165,us04,.043643802,1270.76,[1000]head,[200]does not have partner,[200]not living with own children,30,[2]female,[1]immigrant,[2]medium,9,[1]employed,[0]full-time,[100]dependent employed,8,1270.76,1,0,,0,2219,14421,16640,[120]taxes and contributions imputed,matched (3),1,no children <18,0,8,2.0794415,900,0,0,1,0,0,14421,14421,1,15015.644
166,us04,.055704955,1621.9399,[1000]head,[110]living with partner,[200]not living with own children,42,[1]male,[0]not immigrant,[2]medium,10,[1]employed,[0]full-time,[100]dependent employed,31.299999,1621.9399,3,50913,,0,19801,114336,66521,[120]taxes and contributions imputed,matched (3),1,no children <18,1,31.299999,3.4436181,1764,0,0,1,0,0,114336,66011.922,0,15015.644
166,us04,.055704955,1621.9399,[2000]spouse/partner,[110]living with partner,[200]not living with own children,45,[2]female,[1]immigrant,[2]medium,10,[0]not employed,,,,1621.9399,3,50913,,0,19801,114336,66521,[120]taxes and contributions imputed,matched (3),,no children <18,1,,,2025,0,0,1,0,0,114336,66011.922,0,15015.644
168,us04,.046961494,1367.36,[1000]head,[200]does not have partner,[140]living with own children 18+,50,[2]female,[1]immigrant,[3]high,13,[1]employed,[0]full-time,[100]dependent employed,11.1,1367.36,3,0,,0,5062,39604,43500,[120]taxes and contributions imputed,matched (3),1,no children <18,0,11.1,2.4069452,2500,0,0,0,1,0,39604,22865.381,0,15015.644
168,us04,.061502673,1790.75,[3000]child,[200]does not have partner,,28,[2]female,[1]immigrant,[2]medium,10,[1]employed,[0]full-time,[100]dependent employed,7.4000001,1367.36,3,0,,0,5062,39604,43500,[120]taxes and contributions imputed,matched (3),1,,0,7.4000001,2.0014801,784,,,1,0,0,39604,22865.381,0,15015.644
169,us04,.0491441,1430.91,[1000]head,[110]living with partner,[200]not living with own children,30,[1]male,[0]not immigrant,[2]medium,9,[1]employed,[0]full-time,[100]dependent employed,19.200001,1430.91,3,0,,0,11940,61060,73000,[120]taxes and contributions imputed,matched (3),1,no children <18,1,19.200001,2.9549103,900,0,0,1,0,0,61060,35253.008,0,15015.644
169,us04,.0491441,1430.91,[2000]spouse/partner,[110]living with partner,[200]not living with own children,27,[2]female,[0]not immigrant,[2]medium,9,[1]employed,[0]full-time,[100]dependent employed,9.1000004,1430.91,3,0,,0,11940,61060,73000,[120]taxes and contributions imputed,matched (3),1,no children <18,1,9.1000004,2.2082744,729,0,0,1,0,0,61060,35253.008,0,15015.644
169,us04,.080983646,2357.97,[4100]other relative,[200]does not have partner,,44,[1]male,[0]not immigrant,[2]medium,9,[1]employed,[0]full-time,[100]dependent employed,6.6999998,1430.91,3,0,,0,11940,61060,73000,[120]taxes and contributions imputed,matched (3),1,,0,6.6999998,1.9021075,1936,,,1,0,0,61060,35253.008,0,15015.644
171,us04,.064381443,1874.5699,[1000]head,[110]living with partner,[110]living with own children aged 0-5,41,[1]male,[1]immigrant,[3]high,11,[1]employed,[0]full-time,[100]dependent employed,15,1874.5699,3,0,,0,2607,29615,31200,[120]taxes and contributions imputed,matched (3),1,<6 years,1,15,2.7080503,1681,1,0,0,1,0,29615,17098.229,0,15015.644
171,us04,.064381443,1874.5699,[2000]spouse/partner,[110]living with partner,[110]living with own children aged 0-5,37,[2]female,[1]immigrant,[2]medium,9,[0]not employed,,,,1874.5699,3,0,,0,2607,29615,31200,[120]taxes and contributions imputed,matched (3),,<6 years,1,,,1369,1,0,1,0,0,29615,17098.229,0,15015.644
174,us04,.046265673,1347.1,[1000]head,[110]living with partner,[200]not living with own children,49,[1]male,[1]immigrant,[1]low,3,[1]employed,[0]full-time,[100]dependent employed,9.6000004,1347.1,2,0,,0,1940,18060,20000,[120]taxes and contributions imputed,matched (3),1,no children <18,1,9.6000004,2.2617631,2401,0,0,0,0,0,18060,12770.349,1,15015.644
174,us04,.046265673,1347.1,[2000]spouse/partner,[110]living with partner,[200]not living with own children,50,[2]female,[1]immigrant,[1]low,3,[0]not employed,,,,1347.1,2,0,,0,1940,18060,20000,[120]taxes and contributions imputed,matched (3),,no children <18,1,,,2500,0,0,0,0,0,18060,12770.349,1,15015.644
175,us04,.042582896,1239.87,[1000]head,[110]living with partner,[110]living with own children aged 0-5,32,[2]female,[1]immigrant,[3]high,13,[1]employed,[0]full-time,[200]self-employed,,1239.87,6,15746,,0,53139,174664,190000,[120]taxes and contributions imputed,matched (3),0,<6 years,1,,,1024,1,0,0,1,0,174664,71306.281,0,15015.644
176,us04,.048572946,1414.28,[1000]head,[200]does not have partner,[200]not living with own children,31,[2]female,[1]immigrant,[3]high,13,[1]employed,[0]full-time,[100]dependent employed,23.1,1414.28,3,0,,0,7110,49949,48243,[120]taxes and contributions imputed,matched (3),1,no children <18,0,23.1,3.1398327,961,0,0,0,1,0,49949,28838.068,0,15015.644
176,us04,.050528873,1471.23,[4131]parent/grandparent/ascendant,[110]living with partner,,54,[2]female,[1]immigrant,[2]medium,9,[0]not employed,,,,1414.28,3,0,,0,7110,49949,48243,[120]taxes and contributions imputed,matched (3),,,1,,,2916,,,1,0,0,49949,28838.068,0,15015.644
